Waktu,Suhu (°C),Kelembaban (%RH)
2025-07-30 19:06:00,29.5,82.5
2025-07-30 19:06:02,29.5,82.1
2025-07-30 19:06:03,29.5,82.0
2025-07-30 19:06:05,29.5,81.7
2025-07-30 19:06:06,29.5,81.5
2025-07-30 19:06:08,29.5,81.6
2025-07-30 19:06:09,29.5,81.4
2025-07-30 19:06:11,29.5,81.4
2025-07-30 19:06:13,29.5,81.6
2025-07-30 19:06:14,29.5,82.3
2025-07-30 19:06:16,29.5,82.9
2025-07-30 19:06:17,29.5,83.3
2025-07-30 19:06:19,29.5,83.1
2025-07-30 19:06:20,29.5,82.6
2025-07-30 19:06:22,29.5,82.1
2025-07-30 19:06:23,29.5,81.8
2025-07-30 19:06:25,29.5,81.7
2025-07-30 19:06:27,29.5,81.7
2025-07-30 19:06:28,29.5,81.8
2025-07-30 19:06:30,29.5,82.0
2025-07-30 19:06:31,29.6,82.2
2025-07-30 19:06:33,29.6,82.4
2025-07-30 19:06:34,29.6,82.5
2025-07-30 19:06:36,29.6,82.5
2025-07-30 19:06:37,29.6,82.5
