Waktu,Suhu (°C),Kelembaban (%RH)
2025-07-30 19:04:27,29.7,80.0
2025-07-30 19:04:29,29.4,81.3
2025-07-30 19:04:30,29.4,81.4
2025-07-30 19:04:32,29.5,81.6
2025-07-30 19:04:33,29.5,82.0
2025-07-30 19:04:35,29.5,82.2
2025-07-30 19:04:37,29.4,82.3
2025-07-30 19:04:38,29.5,82.5
2025-07-30 19:04:40,29.5,82.5
2025-07-30 19:04:41,29.4,82.4
2025-07-30 19:04:43,29.5,82.2
2025-07-30 19:04:44,29.5,82.2
2025-07-30 19:04:46,29.5,82.4
2025-07-30 19:04:47,29.5,82.5
2025-07-30 19:04:49,29.5,82.4
2025-07-30 19:04:51,29.4,82.1
2025-07-30 19:04:52,29.5,81.9
2025-07-30 19:04:54,29.4,81.8
2025-07-30 19:04:55,29.4,81.7
2025-07-30 19:04:57,29.5,81.7
2025-07-30 19:04:58,29.5,81.6
2025-07-30 19:05:00,29.5,81.8
2025-07-30 19:05:01,29.4,82.2
2025-07-30 19:05:03,29.5,82.5
2025-07-30 19:05:04,29.4,82.6
