Waktu,Suhu (°C),Kelembaban (%RH)
2025-07-31 23:42:11,26.9,87.7
2025-07-31 23:42:13,26.9,87.8
2025-07-31 23:42:14,26.9,87.8
2025-07-31 23:42:16,26.9,87.8
2025-07-31 23:42:17,26.9,87.8
2025-07-31 23:42:19,26.9,87.8
2025-07-31 23:42:20,26.9,87.7
2025-07-31 23:42:22,27.0,87.8
2025-07-31 23:42:24,26.9,87.8
2025-07-31 23:42:25,26.9,87.8
2025-07-31 23:42:27,26.9,87.8
2025-07-31 23:42:28,26.9,87.8
2025-07-31 23:42:30,26.9,87.8
2025-07-31 23:42:31,26.9,87.8
2025-07-31 23:42:33,26.9,87.8
2025-07-31 23:42:34,26.9,87.8
2025-07-31 23:42:36,26.9,87.8
2025-07-31 23:42:38,27.0,87.8
2025-07-31 23:42:39,26.9,87.8
2025-07-31 23:42:41,26.9,87.8
2025-07-31 23:42:42,26.9,87.8
2025-07-31 23:42:44,27.0,87.8
2025-07-31 23:42:45,26.9,87.8
2025-07-31 23:42:47,27.0,87.7
2025-07-31 23:42:48,26.9,87.7
