Waktu,Suhu (°C),Kelembaban (%RH)
2025-08-01 08:45:47,33.9,69.2
2025-08-01 08:45:49,33.9,69.4
2025-08-01 08:45:50,33.9,69.0
2025-08-01 08:45:52,33.9,68.8
2025-08-01 08:45:53,33.9,68.6
2025-08-01 08:45:55,33.9,68.1
2025-08-01 08:45:56,33.9,68.0
2025-08-01 08:45:58,33.9,67.9
2025-08-01 08:45:59,33.9,67.7
2025-08-01 08:46:01,33.9,67.5
2025-08-01 08:46:03,33.9,67.9
2025-08-01 08:46:04,33.9,68.6
2025-08-01 08:46:06,33.9,68.8
2025-08-01 08:46:07,33.9,68.8
2025-08-01 08:46:09,33.9,68.9
2025-08-01 08:46:10,33.9,68.8
2025-08-01 08:46:12,33.9,68.5
2025-08-01 08:46:13,33.9,68.0
2025-08-01 08:46:15,33.9,67.9
2025-08-01 08:46:16,33.9,68.2
2025-08-01 08:46:18,33.9,68.7
2025-08-01 08:46:20,34.0,69.0
2025-08-01 08:46:21,33.9,69.3
2025-08-01 08:46:23,34.0,69.4
2025-08-01 08:46:24,34.0,69.4
