Waktu,Suhu (°C),Kelembaban (%RH)
2025-07-30 21:44:53,27.8,87.8
2025-07-30 21:44:54,27.9,87.8
2025-07-30 21:44:56,27.9,87.8
2025-07-30 21:44:57,27.9,87.7
2025-07-30 21:44:59,27.9,87.7
2025-07-30 21:45:01,27.9,87.6
2025-07-30 21:45:02,27.9,87.6
2025-07-30 21:45:04,27.9,87.5
2025-07-30 21:45:05,27.9,87.4
2025-07-30 21:45:07,27.9,87.4
2025-07-30 21:45:08,27.9,87.4
2025-07-30 21:45:10,27.9,87.4
2025-07-30 21:45:11,27.9,87.4
2025-07-30 21:45:13,27.9,87.5
2025-07-30 21:45:14,27.9,87.5
2025-07-30 21:45:16,27.9,87.5
2025-07-30 21:45:18,27.9,87.5
2025-07-30 21:45:19,27.9,87.5
2025-07-30 21:45:21,27.9,87.4
2025-07-30 21:45:22,27.9,87.4
2025-07-30 21:45:24,27.9,87.4
2025-07-30 21:45:25,27.9,87.4
2025-07-30 21:45:27,27.9,87.4
2025-07-30 21:45:28,27.9,87.4
2025-07-30 21:45:30,27.9,87.4
