Waktu,Suhu (°C),Kelembaban (%RH)
2025-07-30 19:29:24,29.0,80.9
2025-07-30 19:29:26,29.2,80.1
2025-07-30 19:29:27,29.1,80.1
2025-07-30 19:29:29,29.1,80.1
2025-07-30 19:29:30,29.2,80.0
2025-07-30 19:29:32,29.2,80.0
2025-07-30 19:29:34,29.2,80.0
2025-07-30 19:29:35,29.1,80.0
2025-07-30 19:29:37,29.2,80.0
2025-07-30 19:29:38,29.2,80.0
2025-07-30 19:29:40,29.2,80.0
2025-07-30 19:29:41,29.2,80.0
2025-07-30 19:29:43,29.2,79.9
2025-07-30 19:29:44,29.1,80.0
2025-07-30 19:29:46,29.1,80.0
2025-07-30 19:29:48,29.2,80.1
2025-07-30 19:29:49,29.1,80.2
2025-07-30 19:29:51,29.1,80.3
2025-07-30 19:29:52,29.1,80.3
2025-07-30 19:29:54,29.1,80.3
2025-07-30 19:29:55,29.1,80.3
2025-07-30 19:29:57,29.1,80.3
2025-07-30 19:29:58,29.1,80.3
2025-07-30 19:30:00,29.1,80.3
2025-07-30 19:30:01,29.2,80.3
